match_id,team,player,jersey_number,starter,appeared,first_position,on_time,off_time,start_reason,end_reason,num_positions_played
3857278,United States,Timothy Weah,21,True,True,Right Wing,00:00,81:08,Starting XI,Substitution - Off (Tactical),2
3857278,United States,DeAndre Yedlin,22,False,False,,,,,,0
3857278,United States,Antonee Robinson,5,True,True,Left Back,00:00,,Starting XI,Final Whistle,2
3857278,United States,Shaquell Moore,18,False,True,Right Back,81:09,,Substitution - On (Tactical),Final Whistle,2
3857278,United States,Christian Pulisic,10,True,True,Left Wing,00:00,45:00,Starting XI,Substitution - Off (Tactical),2
3857278,United States,Weston McKennie,8,True,True,Left Center Midfield,00:00,64:48,Starting XI,Substitution - Off (Tactical),2
3857278,United States,Matthew Charles Turner,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857278,United States,Walker Zimmerman,3,False,True,Right Center Forward,81:08,,Substitution - On (Tactical),Final Whistle,2
3857278,United States,Sean Johnson,25,False,False,,,,,,0
3857278,United States,Tyler Adams,4,True,True,Center Defensive Midfield,00:00,,Starting XI,Final Whistle,2
3857278,United States,Aaron Long,15,False,False,,,,,,0
3857278,United States,Kellyn Kai Perry-Acosta,23,False,True,Left Defensive Midfield,64:48,,Substitution - On (Tactical),Final Whistle,1
3857278,United States,Cristian Roldán León,17,False,False,,,,,,0
3857278,United States,Cameron Carter-Vickers,20,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3857278,United States,Tim Ream,13,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3857278,United States,Ethan Horvath,12,False,False,,,,,,0
3857278,United States,Sergino Dest,2,True,True,Right Back,00:00,81:09,Starting XI,Substitution - Off (Tactical),1
3857278,United States,Haji Wright,19,False,True,Left Center Forward,76:55,,Substitution - On (Injury),Final Whistle,2
3857278,United States,Joshua Sargent,24,True,True,Center Forward,00:00,76:55,Starting XI,Substitution - Off (Injury),3
3857278,United States,Jesus Ferreira,9,False,False,,,,,,0
3857278,United States,Jordan Morris,16,False,False,,,,,,0
3857278,United States,Brenden Aaronson,11,False,True,Left Wing,45:00,,Substitution - On (Tactical),Final Whistle,3
3857278,United States,Luca de la Torre,14,False,False,,,,,,0
3857278,United States,Giovanni Reyna,7,False,False,,,,,,0
3857278,United States,Joseph Scally,26,False,False,,,,,,0
3857278,United States,Yunus Dimoara Musah,6,True,True,Right Center Midfield,00:00,,Starting XI,Final Whistle,3
3857278,Iran,Morteza Pouraliganji,8,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3857278,Iran,Roozbeh Cheshmi,15,False,False,,,,,,0
3857278,Iran,Sardar Azmoun,20,True,True,Center Forward,00:00,,Starting XI,Final Whistle,2
3857278,Iran,Mehdi Taremi,9,True,True,Center Attacking Midfield,00:00,,Starting XI,Final Whistle,6
3857278,Iran,Alireza Safar Beiranvand,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857278,Iran,Seyed Majid Hosseini,19,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3857278,Iran,Ehsan Hajsafi,3,True,True,Left Midfield,00:00,71:03,Starting XI,Substitution - Off (Tactical),3
3857278,Iran,Karim Ansarifard,10,False,True,Right Wing,76:56,,Substitution - On (Tactical),Final Whistle,2
3857278,Iran,Ramin Rezaeian,23,True,True,Right Back,00:00,,Starting XI,Final Whistle,1
3857278,Iran,Saman Ghoddos,14,False,True,Left Wing,45:00,,Tactical Shift,Final Whistle,4
3857278,Iran,Vahid Amiri,11,False,False,,,,,,0
3857278,Iran,Milad Mohammadi,5,True,True,Left Back,00:00,47:01,Starting XI,Substitution - Off (Injury),2
3857278,Iran,Saeid Ezatolahi Afagh,6,True,True,Left Defensive Midfield,00:00,,Starting XI,Final Whistle,4
3857278,Iran,Amir Abedzadeh,22,False,False,,,,,,0
3857278,Iran,Sadegh Moharrami,2,False,False,,,,,,0
3857278,Iran,Ali Gholizadeh,17,True,True,Right Midfield,00:00,76:56,Starting XI,Substitution - Off (Tactical),4
3857278,Iran,Mehdi Torabi,16,False,True,Right Center Midfield,70:36,,Substitution - On (Tactical),Final Whistle,2
3857278,Iran,Ahmad Nourollahi,21,True,True,Right Defensive Midfield,00:00,70:36,Starting XI,Substitution - Off (Tactical),5
3857278,Iran,Mohammad Hossein Kanani Zadegan,13,False,False,,,,,,0
3857278,Iran,Shoja Khalilzadeh,4,False,False,,,,,,0
3857278,Iran,Payam Niazmand,12,False,False,,,,,,0
3857278,Iran,Ali Karimi,18,False,True,Left Center Midfield,45:00,,Tactical Shift,Final Whistle,7
3857278,Iran,Seyed Hossein Hosseini,24,False,False,,,,,,0
3857278,Iran,Abolfazl Jalali,25,False,True,Left Back,71:03,,Substitution - On (Tactical),Final Whistle,1
3857254,Denmark,Christian Dannemann Eriksen,10,True,True,Left Center Midfield,00:00,,Starting XI,Final Whistle,3
3857254,Denmark,Pierre-Emile Højbjerg,23,True,True,Right Center Midfield,00:00,,Starting XI,Final Whistle,3
3857254,Denmark,Kasper Schmeichel,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857254,Denmark,Andreas Christensen,6,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3857254,Denmark,Martin Braithwaite Christensen,9,False,False,,,,,,0
3857254,Denmark,Jens Stryger Larsen,17,False,False,,,,,,0
3857254,Denmark,Thomas Delaney,8,True,True,Center Defensive Midfield,00:00,45:32,Starting XI,Substitution - Off (Injury),1
3857254,Denmark,Simon Thorup Kjær,4,True,True,Center Back,00:00,63:59,Starting XI,Substitution - Off (Tactical),1
3857254,Denmark,Yussuf Yurary Poulsen,20,False,False,,,,,,0
3857254,Denmark,Andreas Evald Cornelius,21,False,True,Center Forward,64:28,,Substitution - On (Tactical),Final Whistle,1
3857254,Denmark,Kasper Dolberg,12,True,True,Left Center Forward,00:00,64:28,Starting XI,Substitution - Off (Tactical),2
3857254,Denmark,Daniel Wass,18,False,False,,,,,,0
3857254,Denmark,Christian Nørgaard,15,False,False,,,,,,0
3857254,Denmark,Joachim Andersen,2,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3857254,Denmark,Frederik Rønnow,22,False,False,,,,,,0
3857254,Denmark,Rasmus Nissen Kristensen,13,True,True,Right Wing Back,00:00,,Starting XI,Final Whistle,2
3857254,Denmark,Robert Skov,24,False,False,,,,,,0
3857254,Denmark,Joakim Mæhle,5,True,True,Left Wing Back,00:00,,Starting XI,Final Whistle,2
3857254,Denmark,Andreas Skov Olsen,11,True,True,Right Center Forward,00:00,64:28,Starting XI,Substitution - Off (Tactical),2
3857254,Denmark,Victor Nelsson,3,False,False,,,,,,0
3857254,Denmark,Mathias Jensen,7,False,True,Center Back,63:59,,Substitution - On (Tactical),Final Whistle,2
3857254,Denmark,Jonas Older Wind,19,False,False,,,,,,0
3857254,Denmark,Mikkel Damsgaard,14,False,True,Center Defensive Midfield,45:32,,Substitution - On (Injury),Final Whistle,3
3857254,Denmark,Alexander Hartmann Bah,26,False,False,,,,,,0
3857254,Denmark,Oliver Christensen,16,False,False,,,,,,0
3857254,Denmark,Jesper Lindstrøm,25,False,True,Right Attacking Midfield,64:28,,Substitution - On (Tactical),Final Whistle,2
3857254,Tunisia,Wahbi Khazri,10,False,False,,,,,,0
3857254,Tunisia,Naïm Sliti,23,False,True,Right Wing,66:43,,Substitution - On (Tactical),Final Whistle,2
3857254,Tunisia,Ellyes Joris Skhiri,17,True,True,Right Defensive Midfield,00:00,,Starting XI,Final Whistle,1
3857254,Tunisia,Ali Maâloul,12,False,False,,,,,,0
3857254,Tunisia,Ferjani Sassi,13,False,True,Left Defensive Midfield,87:46,,Substitution - On (Tactical),Final Whistle,1
3857254,Tunisia,Yassine Meriah,4,True,True,Center Back,00:00,,Starting XI,Final Whistle,1
3857254,Tunisia,Mouez Hassen,26,False,False,,,,,,0
3857254,Tunisia,Dylan Daniel Mahmoud Bronn,6,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3857254,Tunisia,Aymen Mathlouthi,1,False,False,,,,,,0
3857254,Tunisia,Ghilane Chalali,18,False,False,,,,,,0
3857254,Tunisia,Mohamed Dräger,20,True,True,Right Wing Back,00:00,87:17,Starting XI,Substitution - Off (Tactical),1
3857254,Tunisia,Issam Jebali,9,True,True,Center Forward,00:00,80:01,Starting XI,Substitution - Off (Tactical),1
3857254,Tunisia,Youssef Msakni,7,True,True,Left Wing,00:00,79:47,Starting XI,Substitution - Off (Tactical),1
3857254,Tunisia,Nader Ghandri,5,False,False,,,,,,0
3857254,Tunisia,Ali Abdi,24,True,True,Left Wing Back,00:00,,Starting XI,Final Whistle,1
3857254,Tunisia,Montassar Omar Talbi,3,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3857254,Tunisia,Anis Ben Slimane,25,True,True,Right Wing,00:00,66:43,Starting XI,Substitution - Off (Tactical),1
3857254,Tunisia,Aïssa Bilal Laïdouni,14,True,True,Left Defensive Midfield,00:00,87:46,Starting XI,Substitution - Off (Tactical),1
3857254,Tunisia,Hannibal Mejbri,8,False,True,Left Wing,79:47,,Substitution - On (Tactical),Final Whistle,2
3857254,Tunisia,Seifeddine Jaziri,19,False,False,,,,,,0
3857254,Tunisia,Mohamed Ali Ben Romdhane,15,False,False,,,,,,0
3857254,Tunisia,Aymen Dahmen,16,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857254,Tunisia,Wajdi Kechrida,21,False,True,Right Wing Back,87:17,,Substitution - On (Tactical),Final Whistle,1
3857254,Tunisia,Taha Yassine Khenissi,11,False,True,Center Forward,80:01,,Substitution - On (Tactical),Final Whistle,1
3857254,Tunisia,Bechir Ben Said,22,False,False,,,,,,0
3857254,Tunisia,Bilel Ifa,2,False,False,,,,,,0
3869253,Brazil,Danilo Luiz da Silva,2,True,True,Left Back,00:00,71:44,Starting XI,Substitution - Off (Tactical),1
3869253,Brazil,Ederson Santana de Moraes,23,False,False,,,,,,0
3869253,Brazil,Fábio Henrique Tavares,15,False,False,,,,,,0
3869253,Brazil,Richarlison de Andrade,9,True,True,Center Forward,00:00,,Starting XI,Final Whistle,1
3869253,Brazil,Thiago Emiliano da Silva,3,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3869253,Brazil,Neymar da Silva Santos Junior,10,True,True,Center Attacking Midfield,00:00,80:17,Starting XI,Substitution - Off (Tactical),1
3869253,Brazil,Daniel Alves da Silva,13,False,True,Right Back,62:33,,Substitution - On (Tactical),Final Whistle,1
3869253,Brazil,Marcos Aoás Corrêa,4,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3869253,Brazil,Carlos Henrique Casimiro,5,True,True,Left Defensive Midfield,00:00,,Starting XI,Final Whistle,1
3869253,Brazil,Alisson Ramsés Becker,1,True,True,Goalkeeper,00:00,79:53,Starting XI,Substitution - Off (Tactical),1
3869253,Brazil,Frederico Rodrigues Santos,8,False,False,,,,,,0
3869253,Brazil,Raphael Dias Belloli,11,True,True,Right Wing,00:00,,Starting XI,Final Whistle,3
3869253,Brazil,Gleison Bremer Silva Nascimento,24,False,True,Left Back,71:44,,Substitution - On (Tactical),Final Whistle,1
3869253,Brazil,Éder Gabriel Militão,14,True,True,Right Back,00:00,62:33,Starting XI,Substitution - Off (Tactical),1
3869253,Brazil,Vinícius José Paixão de Oliveira Júnior,20,True,True,Left Wing,00:00,71:46,Starting XI,Substitution - Off (Tactical),1
3869253,Brazil,Lucas Tolentino Coelho de Lima,7,True,True,Right Defensive Midfield,00:00,,Starting XI,Final Whistle,1
3869253,Brazil,Weverton Pereira da Silva,12,False,True,Goalkeeper,79:53,,Substitution - On (Tactical),Final Whistle,1
3869253,Brazil,Rodrygo Silva de Goes,21,False,True,Center Attacking Midfield,80:17,,Substitution - On (Tactical),Final Whistle,1
3869253,Brazil,Bruno Guimarães Rodriguez Moura,17,False,False,,,,,,0
3869253,Brazil,Éverton Augusto de Barros Ribeiro,22,False,False,,,,,,0
3869253,Brazil,Pedro Guilherme Abreu dos Santos,25,False,False,,,,,,0
3869253,Brazil,Antony Matheus dos Santos,19,False,False,,,,,,0
3869253,Brazil,Gabriel Teodoro Martinelli Silva,26,False,True,Left Wing,71:46,,Substitution - On (Tactical),Final Whistle,3
3869253,South Korea,Heung-Min Son,7,True,True,Left Center Forward,00:00,,Starting XI,Final Whistle,2
3869253,South Korea,Chang-Hoon Kwon,22,False,False,,,,,,0
3869253,South Korea,Young-Gwon Kim,19,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3869253,South Korea,Woo-Young Jung,5,True,True,Right Defensive Midfield,00:00,45:00,Starting XI,Substitution - Off (Tactical),1
3869253,South Korea,Hyeon-Woo Jo,21,False,False,,,,,,0
3869253,South Korea,Hee-Chan Hwang,11,True,True,Left Midfield,00:00,,Starting XI,Final Whistle,2
3869253,South Korea,Jae-Sung Lee,10,True,True,Right Midfield,00:00,73:28,Starting XI,Substitution - Off (Tactical),2
3869253,South Korea,Chul Hong,14,False,True,Left Back,45:00,,Tactical Shift,Final Whistle,1
3869253,South Korea,Woo-Yeong Jeong,25,False,False,,,,,,0
3869253,South Korea,Kang-In Lee,18,False,True,Left Center Midfield,73:28,,Substitution - On (Tactical),Final Whistle,1
3869253,South Korea,Seung-Ho Paik,8,False,True,Right Center Midfield,64:26,,Substitution - On (Tactical),Final Whistle,1
3869253,South Korea,In-Beom Hwang,6,True,True,Left Defensive Midfield,00:00,64:26,Starting XI,Substitution - Off (Tactical),2
3869253,South Korea,Ui-Jo Hwang,16,False,True,Center Forward,79:31,,Substitution - On (Tactical),Final Whistle,1
3869253,South Korea,Seung-Gyu Kim,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3869253,South Korea,Jin-Su Kim,3,True,True,Left Back,00:00,45:00,Starting XI,Substitution - Off (Tactical),1
3869253,South Korea,Gue-Sung Cho,9,True,True,Right Center Forward,00:00,79:31,Starting XI,Substitution - Off (Tactical),2
3869253,South Korea,Bum-Keun Song,12,False,False,,,,,,0
3869253,South Korea,Jun-Ho Son,13,False,True,Center Defensive Midfield,45:00,,Tactical Shift,Final Whistle,2
3869253,South Korea,Kyung-Won Kwon,20,False,False,,,,,,0
3869253,South Korea,Tae-Hwan Kim,23,False,False,,,,,,0
3869253,South Korea,Min-Kyu Song,26,False,False,,,,,,0
3869253,South Korea,Moon-Hwan Kim,15,True,True,Right Back,00:00,,Starting XI,Final Whistle,1
3869253,South Korea,Jong-Gyu Yoon,2,False,False,,,,,,0
3869253,South Korea,Sang-Ho Na,17,False,False,,,,,,0
3869253,South Korea,Min Jae Kim,4,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3869253,South Korea,Yu-Min Cho,24,False,False,,,,,,0
3869684,Croatia,Nikola Vlašić,13,False,True,Right Wing,61:04,,Substitution - On (Injury),Final Whistle,1
3869684,Croatia,Dejan Lovren,6,False,False,,,,,,0
3869684,Croatia,Mateo Kovačić,8,True,True,Left Defensive Midfield,00:00,,Starting XI,Final Whistle,1
3869684,Croatia,Andrej Kramarić,9,True,True,Center Attacking Midfield,00:00,61:04,Starting XI,Substitution - Off (Injury),3
3869684,Croatia,Luka Modrić,10,True,True,Right Defensive Midfield,00:00,,Starting XI,Final Whistle,1
3869684,Croatia,Domagoj Vida,21,False,False,,,,,,0
3869684,Croatia,Marcelo Brozović,11,False,False,,,,,,0
3869684,Croatia,Ivan Perišić,4,True,True,Left Back,00:00,,Starting XI,Final Whistle,1
3869684,Croatia,Bruno Petković,16,False,True,Center Forward,66:58,,Substitution - On (Tactical),Final Whistle,2
3869684,Croatia,Ante Budimir,17,False,False,,,,,,0
3869684,Croatia,Borna Barišić,3,False,False,,,,,,0
3869684,Croatia,Mario Pašalić,15,False,True,Center Attacking Midfield,66:55,,Substitution - On (Tactical),Final Whistle,1
3869684,Croatia,Borna Sosa,19,False,False,,,,,,0
3869684,Croatia,Mislav Oršić,18,True,True,Left Wing,00:00,94:52,Starting XI,Substitution - Off (Tactical),1
3869684,Croatia,Dominik Livaković,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3869684,Croatia,Marko Livaja,14,True,True,Center Forward,00:00,66:58,Starting XI,Substitution - Off (Tactical),1
3869684,Croatia,Ivica Ivušić,23,False,False,,,,,,0
3869684,Croatia,Lovro Majer,7,True,True,Right Wing,00:00,66:55,Starting XI,Substitution - Off (Tactical),2
3869684,Croatia,Josip Juranović,22,False,False,,,,,,0
3869684,Croatia,Ivo Grbić,12,False,False,,,,,,0
3869684,Croatia,Kristijan Jakić,26,False,True,Left Wing,94:52,,Substitution - On (Tactical),Final Whistle,1
3869684,Croatia,Martin Erlić,5,False,False,,,,,,0
3869684,Croatia,Joško Gvardiol,20,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3869684,Croatia,Josip Šutalo,24,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3869684,Croatia,Luka Sučić,25,False,False,,,,,,0
3869684,Croatia,Josip Stanišić,2,True,True,Right Back,00:00,,Starting XI,Final Whistle,1
3869684,Morocco,Sofiane Boufal,17,True,True,Left Wing,00:00,63:17,Starting XI,Substitution - Off (Tactical),1
3869684,Morocco,Abdelhamid Sabiri,11,True,True,Left Center Midfield,00:00,45:00,Starting XI,Substitution - Off (Tactical),1
3869684,Morocco,Romain Saïss,6,False,False,,,,,,0
3869684,Morocco,Munir Mohand Mohamedi,12,False,False,,,,,,0
3869684,Morocco,Sofyan Amrabat,4,True,True,Center Defensive Midfield,00:00,,Starting XI,Final Whistle,2
3869684,Morocco,Hakim Ziyech,7,True,True,Right Wing,00:00,,Starting XI,Final Whistle,3
3869684,Morocco,Achraf Hakimi Mouh,2,True,True,Right Back,00:00,,Starting XI,Final Whistle,1
3869684,Morocco,Youssef En-Nesyri,19,True,True,Center Forward,00:00,,Starting XI,Final Whistle,1
3869684,Morocco,Yassine Bounou,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3869684,Morocco,Jawad El Yamiq,18,True,True,Right Center Back,00:00,66:48,Starting XI,Substitution - Off (Injury),1
3869684,Morocco,Nayef Aguerd,5,False,False,,,,,,0
3869684,Morocco,Ilias Chair,13,False,True,Right Wing,45:00,,Tactical Shift,Final Whistle,3
3869684,Morocco,Zakaria Aboukhlal,14,False,False,,,,,,0
3869684,Morocco,Selim Amallah,15,False,True,Right Center Back,66:48,,Substitution - On (Injury),Final Whistle,2
3869684,Morocco,Yahia Attiyat allah,25,True,True,Left Back,00:00,,Starting XI,Final Whistle,1
3869684,Morocco,Azzedine Ounahi,8,False,True,Left Center Midfield,55:02,,Substitution - On (Tactical),Final Whistle,2
3869684,Morocco,Abderrazak Hamdallah,9,False,False,,,,,,0
3869684,Morocco,Badr Banoun,24,False,True,Left Center Back,63:24,,Substitution - On (Injury),Final Whistle,2
3869684,Morocco,Yahya Jabrane,26,False,False,,,,,,0
3869684,Morocco,Anass Zaroury,10,False,True,Left Wing,63:17,,Substitution - On (Tactical),Final Whistle,1
3869684,Morocco,Ahmed Reda Tagnaouti,22,False,False,,,,,,0
3869684,Morocco,Achraf Dari,20,True,True,Left Center Back,00:00,63:24,Starting XI,Substitution - Off (Injury),1
3869684,Morocco,Abdessamad Ezzalzouli,16,False,False,,,,,,0
3869684,Morocco,Bilal El Khannous,23,True,True,Right Center Midfield,00:00,55:02,Starting XI,Substitution - Off (Tactical),2
3869684,Morocco,Walid Cheddira,21,False,False,,,,,,0
3857257,Denmark,Christian Dannemann Eriksen,10,True,True,Left Center Midfield,00:00,,Starting XI,Final Whistle,2
3857257,Denmark,Pierre-Emile Højbjerg,23,True,True,Center Defensive Midfield,00:00,,Starting XI,Final Whistle,2
3857257,Denmark,Kasper Schmeichel,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857257,Denmark,Andreas Christensen,6,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3857257,Denmark,Martin Braithwaite Christensen,9,True,True,Center Forward,00:00,58:13,Starting XI,Substitution - Off (Tactical),1
3857257,Denmark,Jens Stryger Larsen,17,False,False,,,,,,0
3857257,Denmark,Simon Thorup Kjær,4,False,False,,,,,,0
3857257,Denmark,Yussuf Yurary Poulsen,20,False,False,,,,,,0
3857257,Denmark,Andreas Evald Cornelius,21,False,True,Right Center Forward,69:21,,Tactical Shift,Final Whistle,2
3857257,Denmark,Kasper Dolberg,12,False,True,Center Forward,58:13,,Substitution - On (Tactical),Final Whistle,2
3857257,Denmark,Daniel Wass,18,False,False,,,,,,0
3857257,Denmark,Christian Nørgaard,15,False,False,,,,,,0
3857257,Denmark,Joachim Andersen,2,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3857257,Denmark,Frederik Rønnow,22,False,False,,,,,,0
3857257,Denmark,Rasmus Nissen Kristensen,13,True,True,Right Back,00:00,45:00,Starting XI,Substitution - Off (Tactical),1
3857257,Denmark,Robert Skov,24,False,True,Right Wing,68:56,,Substitution - On (Tactical),Final Whistle,2
3857257,Denmark,Joakim Mæhle,5,True,True,Left Back,00:00,69:21,Starting XI,Substitution - Off (Tactical),1
3857257,Denmark,Andreas Skov Olsen,11,True,True,Right Wing,00:00,68:56,Starting XI,Substitution - Off (Tactical),1
3857257,Denmark,Victor Nelsson,3,False,False,,,,,,0
3857257,Denmark,Mathias Jensen,7,True,True,Right Center Midfield,00:00,58:30,Starting XI,Substitution - Off (Tactical),1
3857257,Denmark,Jonas Older Wind,19,False,False,,,,,,0
3857257,Denmark,Mikkel Damsgaard,14,False,True,Right Center Midfield,58:30,,Substitution - On (Tactical),Final Whistle,2
3857257,Denmark,Alexander Hartmann Bah,26,False,True,Right Back,45:00,,Substitution - On (Tactical),Final Whistle,1
3857257,Denmark,Oliver Christensen,16,False,False,,,,,,0
3857257,Denmark,Jesper Lindstrøm,25,True,True,Left Wing,00:00,,Starting XI,Final Whistle,2
3857257,Australia,Mathew Ryan,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857257,Australia,Aaron Mooy,13,True,True,Right Defensive Midfield,00:00,,Starting XI,Final Whistle,1
3857257,Australia,Aziz Eraltay Behich,16,True,True,Left Back,00:00,,Starting XI,Final Whistle,2
3857257,Australia,Mathew Leckie,7,True,True,Right Midfield,00:00,88:08,Starting XI,Substitution - Off (Tactical),5
3857257,Australia,Jackson Irvine,22,True,True,Left Defensive Midfield,00:00,,Starting XI,Final Whistle,3
3857257,Australia,Craig Goodwin,23,True,True,Left Midfield,00:00,45:00,Starting XI,Substitution - Off (Tactical),1
3857257,Australia,Ajdin Hrustic,10,False,True,Left Wing,88:08,,Substitution - On (Tactical),Final Whistle,1
3857257,Australia,Jason Cummings,25,False,False,,,,,,0
3857257,Australia,Jamie MacLaren,9,False,True,Center Forward,81:52,,Substitution - On (Tactical),Final Whistle,1
3857257,Australia,Miloš Degenek,2,True,True,Right Back,00:00,,Starting XI,Final Whistle,2
3857257,Australia,Danny Vuković,18,False,False,,,,,,0
3857257,Australia,Harry Souttar,19,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,2
3857257,Australia,Bailey Wright,8,False,True,Left Wing,73:15,,Substitution - On (Tactical),Final Whistle,2
3857257,Australia,Awer Denis Bul Mabil,11,False,False,,,,,,0
3857257,Australia,Fran Karačić,5,False,False,,,,,,0
3857257,Australia,Thomas Deng,20,False,False,,,,,,0
3857257,Australia,Joel King,24,False,False,,,,,,0
3857257,Australia,Riley McGree,14,True,True,Right Center Forward,00:00,73:15,Starting XI,Substitution - Off (Tactical),4
3857257,Australia,Keanu Baccus,26,False,True,Left Midfield,45:00,,Substitution - On (Tactical),Final Whistle,3
3857257,Australia,Mitchell Thomas Duke,15,True,True,Left Center Forward,00:00,81:52,Starting XI,Substitution - Off (Tactical),2
3857257,Australia,Kye Rowles,4,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
3857257,Australia,Cameron Peter Devlin,17,False,False,,,,,,0
3857257,Australia,Andrew Redmayne,12,False,False,,,,,,0
3857257,Australia,Nathaniel Atkinson,3,False,False,,,,,,0
3857257,Australia,Marco Tilio,6,False,False,,,,,,0
3857257,Australia,Garang Kuol,21,False,False,,,,,,0
3857282,Wales,Ben Davies,4,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,2
3857282,Wales,Wayne Hennessey,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857282,Wales,Aaron Ramsey,10,True,True,Right Center Midfield,00:00,,Starting XI,Final Whistle,2
3857282,Wales,Tom Lockyer,17,False,False,,,,,,0
3857282,Wales,Kieffer Roberto Francisco Moore,13,False,True,Left Center Forward,45:00,,Substitution - On (Tactical),Final Whistle,2
3857282,Wales,Adam Davies,21,False,False,,,,,,0
3857282,Wales,Chris Mepham,5,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3857282,Wales,Connor Roberts,14,True,True,Right Wing Back,00:00,,Starting XI,Final Whistle,2
3857282,Wales,Ethan Ampadu,15,True,True,Center Defensive Midfield,00:00,94:42,Starting XI,Substitution - Off (Injury),3
3857282,Wales,Gareth Frank Bale,11,True,True,Right Center Forward,00:00,,Starting XI,Final Whistle,2
3857282,Wales,Harry Wilson,8,True,True,Left Center Midfield,00:00,92:35,Starting XI,Substitution - Off (Tactical),3
3857282,Wales,Daniel Ward,12,False,False,,,,,,0
3857282,Wales,Chris Gunter,2,False,False,,,,,,0
3857282,Wales,Joe Allen,7,False,False,,,,,,0
3857282,Wales,Jonathan Williams,18,False,False,,,,,,0
3857282,Wales,Joe Rodon,6,True,True,Center Back,00:00,,Starting XI,Final Whistle,2
3857282,Wales,Daniel James,20,True,True,Left Center Forward,00:00,45:00,Starting XI,Substitution - Off (Tactical),1
3857282,Wales,Mark Thomas Harris,19,False,False,,,,,,0
3857282,Wales,Matthew Robert Smith,26,False,False,,,,,,0
3857282,Wales,Joseff Morrell,16,False,True,Left Defensive Midfield,94:42,,Substitution - On (Injury),Final Whistle,1
3857282,Wales,Brennan Johnson,9,False,True,Left Wing Back,78:19,,Substitution - On (Tactical),Final Whistle,2
3857282,Wales,Benjamin Cabango,24,False,False,,,,,,0
3857282,Wales,Dylan Levitt,23,False,False,,,,,,0
3857282,Wales,Neco Williams,3,True,True,Left Wing Back,00:00,78:19,Starting XI,Substitution - Off (Tactical),2
3857282,Wales,Sorba Thomas,22,False,True,Left Midfield,92:35,,Substitution - On (Tactical),Final Whistle,1
3857282,Wales,Rubin Colwill,25,False,False,,,,,,0
3857282,United States,Timothy Weah,21,True,True,Right Wing,00:00,87:33,Starting XI,Substitution - Off (Tactical),1
3857282,United States,DeAndre Yedlin,22,False,True,Right Back,74:15,,Substitution - On (Tactical),Final Whistle,1
3857282,United States,Antonee Robinson,5,True,True,Left Back,00:00,,Starting XI,Final Whistle,1
3857282,United States,Shaquell Moore,18,False,False,,,,,,0
3857282,United States,Christian Pulisic,10,True,True,Left Wing,00:00,,Starting XI,Final Whistle,2
3857282,United States,Weston McKennie,8,True,True,Right Center Midfield,00:00,65:12,Starting XI,Substitution - Off (Tactical),1
3857282,United States,Matthew Charles Turner,1,True,True,Goalkeeper,00:00,,Starting XI,Final Whistle,1
3857282,United States,Walker Zimmerman,3,True,True,Right Center Back,00:00,,Starting XI,Final Whistle,1
3857282,United States,Sean Johnson,25,False,False,,,,,,0
3857282,United States,Tyler Adams,4,True,True,Center Defensive Midfield,00:00,,Starting XI,Final Whistle,1
3857282,United States,Aaron Long,15,False,False,,,,,,0
3857282,United States,Kellyn Kai Perry-Acosta,23,False,True,Left Center Midfield,74:15,,Substitution - On (Injury),Final Whistle,1
3857282,United States,Cristian Roldán León,17,False,False,,,,,,0
3857282,United States,Cameron Carter-Vickers,20,False,False,,,,,,0
3857282,United States,Tim Ream,13,True,True,Left Center Back,00:00,,Starting XI,Final Whistle,1
